,CustomerID,Monetory,Frequency,Recency,RecencyCluster,FrequencyCluster,MonetoryCluster,RFMCombined
2309,16240.0,3701.4600000000005,4,-1,4,2,3,423
2310,16241.0,1773.91,9,-1,4,4,2,442
2311,16242.0,2661.399999999999,4,8,4,2,3,423
2312,16243.0,409.0999999999999,2,23,4,1,1,411
2313,16245.0,907.23,3,13,4,2,2,422
2314,16247.0,114.56,1,160,1,1,1,111
2315,16248.0,152.94,1,51,3,1,1,311
2316,16249.0,779.54,3,42,3,2,1,321
2317,16253.0,1965.2200000000007,2,21,4,1,3,413
2318,16255.0,1547.63,6,6,4,3,2,432
2319,16257.0,46.95,1,166,1,1,1,111
2320,16258.0,4171.049999999999,4,35,3,2,4,324
2321,16260.0,1035.45,1,40,3,1,2,312
2322,16261.0,491.8700000000001,3,7,4,2,1,421
2323,16265.0,2571.8599999999997,4,-1,4,2,3,423
2324,16266.0,490.04999999999995,4,63,3,2,1,321
2325,16268.0,667.6499999999999,2,61,3,1,1,311
2326,16271.0,1275.0700000000002,4,5,4,2,2,422
2327,16272.0,411.7000000000001,2,106,2,1,1,211
2328,16276.0,810.6000000000001,1,166,1,1,2,112
2329,16278.0,537.8299999999999,3,13,4,2,1,421
2330,16279.0,1509.58,3,11,4,2,2,422
2332,16283.0,1048.4299999999998,4,58,3,2,2,322
2333,16284.0,823.97,2,21,4,1,2,412
2334,16287.0,142.5,1,159,1,1,1,111
2335,16292.0,280.9,2,107,2,1,1,211
2336,16293.0,1110.75,7,11,4,3,2,432
2337,16295.0,1328.55,4,-1,4,2,2,422
2338,16298.0,598.2,3,12,4,2,1,421
2339,16302.0,212.82,2,97,2,1,1,211
2341,16305.0,361.2199999999999,1,128,1,1,1,111
2343,16309.0,352.46999999999997,2,81,2,1,1,211
2344,16311.0,616.26,2,7,4,1,1,411
2345,16313.0,167.62000000000003,1,39,3,1,1,311
2346,16316.0,974.75,5,54,3,3,2,332
2347,16317.0,770.89,2,109,2,1,1,211
2348,16318.0,328.15,1,25,4,1,1,411
2349,16320.0,185.78000000000003,1,162,1,1,1,111
2350,16321.0,75.0,3,62,3,2,1,321
2351,16322.0,213.07999999999998,1,26,4,1,1,411
2352,16324.0,428.67999999999984,3,118,2,2,1,221
2353,16325.0,372.82,3,34,3,2,1,321
2354,16326.0,2266.7400000000002,11,5,4,4,3,443
2355,16327.0,1374.58,2,4,4,1,2,412
2356,16330.0,242.20999999999998,4,7,4,2,1,421
2357,16332.0,1460.9000000000003,7,18,4,3,2,432
2359,16337.0,151.05,1,26,4,1,1,411
2360,16338.0,214.80000000000004,1,147,1,1,1,111
2361,16340.0,549.0699999999998,1,97,2,1,1,211
2362,16341.0,1167.17,4,14,4,2,2,422
2363,16342.0,322.40999999999997,4,65,3,2,1,321
2364,16343.0,370.48,2,6,4,1,1,411
2365,16344.0,101.10000000000001,1,148,1,1,1,111
2366,16345.0,575.4100000000001,1,34,3,1,1,311
2367,16347.0,887.6500000000001,2,1,4,1,2,412
2368,16348.0,1013.7500000000001,5,22,4,3,2,432
2369,16350.0,739.77,3,11,4,2,1,421
2370,16352.0,494.44000000000005,2,7,4,1,1,411
2371,16353.0,3926.4300000000003,10,7,4,4,4,444
2372,16354.0,395.79999999999995,2,53,3,1,1,311
2373,16357.0,520.9799999999999,2,23,4,1,1,411
2374,16358.0,1591.7900000000002,4,53,3,2,2,322
2375,16359.0,595.18,4,55,3,2,1,321
2376,16360.0,2652.94,6,9,4,3,3,433
2377,16361.0,896.6600000000001,4,-1,4,2,2,422
2378,16362.0,652.0699999999998,9,22,4,4,1,441
2379,16363.0,109.36000000000001,1,43,3,1,1,311
2380,16364.0,707.04,2,1,4,1,1,411
2381,16365.0,1051.06,6,7,4,3,2,432
2382,16366.0,327.3,1,8,4,1,1,411
2383,16367.0,633.5799999999997,1,27,4,1,1,411
2384,16368.0,302.48,1,18,4,1,1,411
2385,16369.0,1199.21,2,8,4,1,2,412
2386,16370.0,1045.0199999999998,3,72,3,2,2,322
2387,16372.0,367.9299999999999,2,23,4,1,1,411
2388,16374.0,316.72999999999985,1,56,3,1,1,311
2389,16376.0,874.2500000000005,1,7,4,1,2,412
2390,16379.0,1730.2600000000002,4,8,4,2,2,422
2392,16383.0,358.9000000000001,1,64,3,1,1,311
2393,16384.0,175.4,1,79,2,1,1,211
2394,16385.0,407.6600000000001,2,50,3,1,1,311
2395,16386.0,256.09999999999997,1,18,4,1,1,411
2396,16389.0,692.0999999999999,3,43,3,2,1,321
2397,16393.0,1838.9300000000003,12,1,4,4,2,442
2398,16394.0,804.5799999999999,6,40,3,3,2,332
2399,16395.0,1036.3400000000001,3,50,3,2,2,322
2400,16398.0,481.1,2,134,1,1,1,111
2401,16399.0,230.16000000000003,1,9,4,1,1,411
2402,16400.0,303.93,1,84,2,1,1,211
2403,16401.0,2091.86,12,4,4,4,3,443
2404,16404.0,443.0500000000001,1,60,3,1,1,311
2405,16406.0,163.07,1,8,4,1,1,411
2406,16407.0,1332.1899999999996,5,2,4,3,2,432
2407,16409.0,1225.3199999999997,3,26,4,2,2,422
2408,16411.0,83.15,1,9,4,1,1,411
2409,16412.0,151.83,1,43,3,1,1,311
2410,16413.0,262.20000000000005,1,46,3,1,1,311
2411,16414.0,75.45,1,11,4,1,1,411
2412,16415.0,210.34999999999985,1,34,3,1,1,311
2413,16416.0,1026.9899999999998,4,16,4,2,2,422
2414,16418.0,529.3599999999999,2,34,3,1,1,311
2415,16419.0,455.3,4,102,2,2,1,221
2417,16423.0,346.12,1,14,4,1,1,411
2418,16424.0,133.56,1,181,1,1,1,111
2419,16426.0,1025.2800000000002,6,11,4,3,2,432
2421,16429.0,284.55,1,96,2,1,1,211
2422,16430.0,300.85,1,47,3,1,1,311
2423,16432.0,287.4,1,54,3,1,1,311
2424,16433.0,184.26000000000002,1,18,4,1,1,411
2425,16434.0,798.0300000000001,4,19,4,2,2,422
2426,16438.0,648.54,4,16,4,2,1,421
2427,16440.0,2392.78,3,19,4,2,3,423
2428,16441.0,170.2,1,57,3,1,1,311
2429,16444.0,414.59000000000003,2,36,3,1,1,311
2430,16445.0,230.51000000000002,1,23,4,1,1,411
2431,16447.0,259.0099999999998,1,125,2,1,1,211
2433,16450.0,311.92,1,139,1,1,1,111
2434,16451.0,266.97,1,77,2,1,1,211
2435,16454.0,6.9,2,34,3,1,1,311
2436,16455.0,707.4,2,53,3,1,1,311
2437,16456.0,581.76,2,89,2,1,1,211
2438,16458.0,2167.84,11,4,4,4,3,443
2439,16460.0,814.7199999999999,3,18,4,2,2,422
2440,16461.0,151.42,1,167,1,1,1,111
2441,16462.0,68.0,3,54,3,2,1,321
2442,16463.0,1069.28,5,11,4,3,2,432
2443,16464.0,1314.6799999999996,3,9,4,2,2,422
2444,16466.0,1279.39,5,23,4,3,2,432
2445,16468.0,74.9,1,64,3,1,1,311
2446,16469.0,373.54999999999995,2,13,4,1,1,411
2447,16470.0,416.73000000000013,2,41,3,1,1,311
2448,16473.0,98.3,1,154,1,1,1,111
2449,16474.0,1690.3600000000001,10,7,4,4,2,442
2450,16475.0,234.29999999999998,3,78,2,2,1,221
2451,16477.0,941.9500000000002,2,53,3,1,2,312
2452,16478.0,331.00000000000006,3,15,4,2,1,421
2453,16479.0,300.83000000000004,2,0,4,1,1,411
2454,16480.0,769.2899999999995,1,65,3,1,1,311
2455,16482.0,220.61999999999998,1,5,4,1,1,411
2456,16484.0,379.4,3,163,1,2,1,121
2457,16485.0,363.65,1,67,3,1,1,311
2458,16488.0,492.20000000000005,4,23,4,2,1,421
2459,16491.0,731.5,1,36,3,1,1,311
2460,16493.0,961.8599999999999,4,62,3,2,2,322
2463,16498.0,86.12,3,151,1,2,1,121
2464,16500.0,183.12000000000003,4,6,4,2,1,421
2465,16503.0,338.54,1,96,2,1,1,211
2466,16504.0,484.37999999999977,1,15,4,1,1,411
2467,16505.0,777.6,1,21,4,1,1,411
2468,16506.0,90.30000000000001,2,9,4,1,1,411
2469,16511.0,609.51,2,11,4,1,1,411
2470,16513.0,662.7900000000002,2,9,4,1,1,411
2471,16515.0,1004.8,3,42,3,2,2,322
2472,16516.0,101.7,1,20,4,1,1,411
2473,16518.0,293.62000000000006,1,51,3,1,1,311
2474,16519.0,111.38000000000001,1,15,4,1,1,411
2475,16520.0,413.6999999999998,2,176,1,1,1,111
2478,16526.0,290.35999999999996,1,161,1,1,1,111
2479,16527.0,228.06000000000003,1,71,3,1,1,311
2480,16529.0,455.25,1,180,1,1,1,111
2481,16531.0,759.7599999999999,4,12,4,2,1,421
2483,16533.0,1026.9399999999998,5,9,4,3,2,432
2484,16536.0,539.02,2,97,2,1,1,211
2485,16542.0,119.62,1,43,3,1,1,311
2486,16545.0,339.3,1,154,1,1,1,111
2487,16549.0,4035.15,9,0,4,4,4,444
2488,16550.0,1242.6100000000001,5,98,2,3,2,232
2489,16551.0,611.0500000000001,2,85,2,1,1,211
2490,16553.0,988.6400000000001,3,153,1,2,2,122
2491,16554.0,522.9900000000001,1,32,3,1,1,311
2492,16555.0,285.89,2,25,4,1,1,411
2493,16556.0,1674.9699999999996,3,56,3,2,2,322
2494,16557.0,281.85,2,14,4,1,1,411
2495,16558.0,4270.08,10,12,4,4,4,444
2496,16560.0,484.33,2,11,4,1,1,411
2497,16561.0,264.96000000000004,1,49,3,1,1,311
2498,16563.0,1077.74,1,43,3,1,2,312
2499,16566.0,333.89,4,5,4,2,1,421
2500,16570.0,2202.37,9,5,4,4,3,443
2501,16571.0,947.05,3,16,4,2,2,422
2502,16572.0,657.1199999999999,3,117,2,2,1,221
2503,16573.0,366.03,2,63,3,1,1,311
2504,16574.0,451.43999999999977,1,61,3,1,1,311
2505,16581.0,70.44,2,145,1,1,1,111
2506,16582.0,313.61999999999995,1,103,2,1,1,211
2507,16584.0,324.1400000000001,1,70,3,1,1,311
2508,16589.0,459.23999999999995,3,61,3,2,1,321
2509,16591.0,213.5,1,58,3,1,1,311
2510,16592.0,2026.1899999999998,10,2,4,4,3,443
2511,16593.0,260.43,2,40,3,1,1,311
2512,16594.0,181.08999999999997,1,65,3,1,1,311
2513,16595.0,360.1600000000003,1,51,3,1,1,311
2514,16596.0,129.5,1,5,4,1,1,411
2515,16600.0,335.74,3,6,4,2,1,421
2516,16601.0,244.79999999999995,1,30,4,1,1,411
2517,16602.0,494.7299999999999,2,21,4,1,1,411
2518,16603.0,482.47,2,64,3,1,1,311
2519,16607.0,1616.6100000000001,8,7,4,4,2,442
2520,16609.0,3463.3399999999992,6,5,4,3,3,433
2521,16611.0,129.49,1,176,1,1,1,111
2522,16612.0,907.6100000000001,3,22,4,2,2,422
2523,16613.0,618.59,1,60,3,1,1,311
2524,16614.0,506.18999999999994,1,172,1,1,1,111
2525,16616.0,500.4200000000001,2,5,4,1,1,411
2526,16618.0,1206.2999999999995,1,21,4,1,2,412
2527,16621.0,322.78,2,41,3,1,1,311
2528,16624.0,384.14,1,70,3,1,1,311
2530,16627.0,322.8,1,69,3,1,1,311
2531,16628.0,1470.13,4,19,4,2,2,422
2532,16629.0,417.7299999999999,2,63,3,1,1,311
2533,16633.0,2430.6299999999997,6,7,4,3,3,433
2534,16637.0,820.9699999999999,4,22,4,2,2,422
2535,16638.0,469.2800000000001,4,12,4,2,1,421
2536,16639.0,698.2299999999999,2,15,4,1,1,411
2537,16641.0,231.10000000000002,1,95,2,1,1,211
2538,16644.0,111.36999999999999,1,167,1,1,1,111
2539,16647.0,86.31,1,159,1,1,1,111
2540,16648.0,270.85999999999996,2,28,4,1,1,411
2541,16650.0,518.4200000000001,1,61,3,1,1,311
2542,16652.0,3647.040000000001,6,43,3,3,3,333
2543,16653.0,1166.9200000000003,3,6,4,2,2,422
2544,16654.0,99.42,2,131,1,1,1,111
2545,16655.0,2982.27,5,7,4,3,3,433
2547,16657.0,691.07,3,-1,4,2,1,421
2548,16659.0,39.12,1,179,1,1,1,111
2549,16660.0,426.09,3,6,4,2,1,421
2550,16666.0,118.98,1,9,4,1,1,411
2551,16667.0,366.78,1,58,3,1,1,311
2552,16668.0,184.14,4,5,4,2,1,421
2553,16669.0,1370.8699999999994,4,13,4,2,2,422
2554,16670.0,2112.9900000000002,10,6,4,4,3,443
2555,16671.0,1692.27,3,18,4,2,2,422
2557,16674.0,319.61,2,44,3,1,1,311
2558,16676.0,493.62,1,23,4,1,1,411
2559,16678.0,1425.7400000000002,10,0,4,4,2,442
2560,16680.0,183.70000000000002,1,33,3,1,1,311
2561,16681.0,894.5,3,62,3,2,2,322
2562,16682.0,917.1399999999999,4,47,3,2,2,322
2564,16685.0,324.24,2,51,3,1,1,311
2565,16686.0,1833.2599999999998,3,37,3,2,2,322
2566,16688.0,1115.16,3,0,4,2,2,422
2567,16689.0,303.26,3,65,3,2,1,321
2568,16690.0,122.13000000000001,2,33,3,1,1,311
2569,16693.0,324.45,1,58,3,1,1,311
2570,16696.0,99.0,1,125,2,1,1,211
2571,16700.0,1823.2600000000004,7,19,4,3,2,432
2574,16706.0,531.3500000000001,3,27,4,2,1,421
2575,16708.0,656.6300000000001,1,35,3,1,1,311
2576,16709.0,1045.2800000000002,1,74,2,1,2,212
2577,16710.0,845.4000000000001,4,9,4,2,2,422
2578,16711.0,756.6300000000001,2,16,4,1,1,411
2579,16712.0,2441.0599999999995,7,-1,4,3,3,433
2580,16713.0,4290.000000000001,9,8,4,4,4,444
2581,16715.0,301.71999999999997,1,68,3,1,1,311
2582,16717.0,3000.2100000000005,7,-1,4,3,3,433
2583,16719.0,812.1899999999999,3,4,4,2,2,422
2584,16720.0,155.23999999999998,1,16,4,1,1,411
2585,16722.0,2751.05,9,7,4,4,3,443
2586,16723.0,589.15,2,81,2,1,1,211
2587,16726.0,586.8299999999998,1,16,4,1,1,411
2588,16728.0,727.74,3,36,3,2,1,321
2590,16730.0,262.17,1,42,3,1,1,311
2591,16732.0,603.7499999999998,1,21,4,1,1,411
2592,16734.0,650.51,3,42,3,2,1,321
2593,16735.0,1174.5900000000001,4,68,3,2,2,322
2594,16737.0,417.59999999999997,1,43,3,1,1,311
2595,16739.0,312.55000000000007,2,162,1,1,1,111
2597,16743.0,1130.09,5,19,4,3,2,432
2598,16744.0,1304.7600000000002,7,1,4,3,2,432
2599,16745.0,3582.67,9,76,2,4,3,243
2600,16746.0,3355.21,10,1,4,4,3,443
2601,16747.0,826.96,4,15,4,2,2,422
2602,16748.0,605.7,2,7,4,1,1,411
2603,16750.0,505.2300000000001,4,34,3,2,1,321
2605,16753.0,223.92,1,48,3,1,1,311
2606,16755.0,576.16,3,104,2,2,1,221
2607,16758.0,369.34,1,55,3,1,1,311
2608,16759.0,401.90000000000003,3,0,4,2,1,421
2609,16761.0,316.61999999999995,1,86,2,1,1,211
2610,16762.0,1501.38,3,9,4,2,2,422
2613,16767.0,2931.54,8,20,4,4,3,443
2614,16768.0,274.78999999999996,4,37,3,2,1,321
2615,16770.0,113.62000000000005,1,47,3,1,1,311
2616,16771.0,590.8599999999999,2,23,4,1,1,411
2617,16773.0,171.59,1,47,3,1,1,311
2618,16774.0,654.9200000000001,5,57,3,3,1,331
2619,16775.0,1003.8599999999999,7,0,4,3,2,432
2620,16776.0,388.2799999999999,1,50,3,1,1,311
2621,16777.0,49.09999999999999,1,70,3,1,1,311
2622,16778.0,152.76,1,64,3,1,1,311
2624,16780.0,263.29999999999995,1,90,2,1,1,211
2625,16782.0,919.8,8,0,4,4,2,442
2626,16784.0,107.6,1,9,4,1,1,411
2627,16788.0,300.31,1,113,2,1,1,211
2628,16790.0,1340.6200000000001,7,6,4,3,2,432
2629,16791.0,1130.1299999999994,4,19,4,2,2,422
2630,16793.0,243.83999999999997,1,47,3,1,1,311
2631,16794.0,1100.8500000000001,11,0,4,4,2,442
2632,16796.0,305.62,1,79,2,1,1,211
2633,16800.0,1201.4900000000002,1,1,4,1,2,412
2634,16801.0,140.85,1,153,1,1,1,111
2635,16803.0,332.29999999999995,1,55,3,1,1,311
2636,16804.0,418.94,2,13,4,1,1,411
2637,16805.0,245.82,1,163,1,1,1,111
2638,16806.0,387.12000000000006,2,93,2,1,1,211
2639,16807.0,469.75999999999993,1,132,1,1,1,111
2640,16808.0,121.92,1,89,2,1,1,211
2641,16809.0,571.6100000000001,3,13,4,2,1,421
2642,16811.0,314.77,1,7,4,1,1,411
2643,16813.0,1338.19,8,40,3,4,2,342
2644,16814.0,2327.74,10,4,4,4,3,443
2645,16816.0,91.61000000000001,2,93,2,1,1,211
2646,16817.0,336.46999999999997,3,22,4,2,1,421
2647,16818.0,2623.33,9,0,4,4,3,443
2648,16820.0,497.61000000000007,1,85,2,1,1,211
2649,16824.0,460.64,2,5,4,1,1,411
2650,16825.0,775.18,2,28,4,1,1,411
2651,16826.0,341.70000000000005,1,41,3,1,1,311
2652,16828.0,128.5,2,83,2,1,1,211
2653,16829.0,197.22,1,146,1,1,1,111
2654,16830.0,325.90999999999997,1,28,4,1,1,411
2655,16832.0,62.5,1,174,1,1,1,111
2656,16835.0,99.1,1,118,2,1,1,211
2657,16836.0,251.87,2,29,4,1,1,411
2658,16837.0,1356.2399999999998,3,21,4,2,2,422
2660,16841.0,1138.12,5,26,4,3,2,432
2661,16842.0,739.87,3,54,3,2,1,321
2663,16846.0,214.32000000000002,1,40,3,1,1,311
2664,16847.0,193.44,1,33,3,1,1,311
2665,16848.0,281.42,1,42,3,1,1,311
2666,16849.0,124.57,1,176,1,1,1,111
2667,16851.0,239.46,2,32,3,1,1,311
2668,16852.0,144.91000000000003,2,0,4,1,1,411
2669,16855.0,328.4,2,13,4,1,1,411
2670,16856.0,35.400000000000006,1,4,4,1,1,411
2671,16859.0,213.29999999999995,4,96,2,2,1,221
2672,16861.0,173.76,2,49,3,1,1,311
2673,16863.0,318.55,2,19,4,1,1,411
2674,16866.0,207.74,3,130,1,2,1,121
2675,16869.0,805.6199999999999,5,12,4,3,2,432
2676,16871.0,774.52,2,12,4,1,1,411
2677,16872.0,680.02,3,67,3,2,1,321
2678,16873.0,2022.1799999999998,4,47,3,2,3,323
2679,16875.0,1265.18,4,54,3,2,2,322
2680,16877.0,775.9699999999999,5,2,4,3,1,431
2682,16880.0,1519.0800000000002,7,20,4,3,2,432
2683,16881.0,432.0,1,56,3,1,1,311
2684,16882.0,489.4199999999999,1,56,3,1,1,311
2685,16883.0,148.7,1,177,1,1,1,111
2686,16884.0,429.84000000000003,2,27,4,1,1,411
2687,16885.0,280.86,2,5,4,1,1,411
2688,16887.0,194.88,1,25,4,1,1,411
2689,16891.0,461.48999999999995,3,26,4,2,1,421
2690,16892.0,390.62,3,5,4,2,1,421
2691,16895.0,219.13999999999996,1,54,3,1,1,311
2692,16898.0,392.7300000000002,2,16,4,1,1,411
2693,16899.0,622.43,3,9,4,2,1,421
2694,16900.0,187.69000000000034,5,1,4,3,1,431
2696,16903.0,373.24,1,19,4,1,1,411
2697,16904.0,2117.0799999999995,9,19,4,4,3,443
2698,16905.0,1913.7999999999997,3,9,4,2,3,423
2699,16906.0,366.12999999999994,2,71,3,1,1,311
2700,16907.0,397.6500000000001,2,19,4,1,1,411
2701,16909.0,364.14000000000004,2,54,3,1,1,311
2702,16910.0,1323.2599999999998,7,-1,4,3,2,432
2703,16912.0,1397.22,7,13,4,3,2,432
2704,16914.0,208.45999999999995,1,26,4,1,1,411
2705,16915.0,454.89,4,-1,4,2,1,421
2706,16916.0,378.17999999999995,1,13,4,1,1,411
2707,16918.0,767.5600000000001,6,39,3,3,1,331
2708,16919.0,541.1000000000001,2,146,1,1,1,111
2709,16921.0,169.79000000000005,1,51,3,1,1,311
2710,16923.0,4016.289999999999,11,2,4,4,4,444
2711,16924.0,739.5,4,11,4,2,1,421
2712,16927.0,201.6,1,105,2,1,1,211
2713,16928.0,1896.2399999999998,12,70,3,4,3,343
2714,16929.0,1089.45,6,7,4,3,2,432
2715,16930.0,380.5500000000001,3,16,4,2,1,421
2716,16931.0,2289.67,11,9,4,4,3,443
2717,16932.0,161.94,1,43,3,1,1,311
2718,16934.0,950.9299999999998,2,44,3,1,2,312
2719,16936.0,262.68,1,15,4,1,1,411
2720,16938.0,1309.900000000002,3,169,1,2,2,122
2721,16940.0,2292.199999999999,2,42,3,1,3,313
2722,16942.0,1316.15,7,2,4,3,2,432
2723,16945.0,2571.8200000000006,11,11,4,4,3,443
2724,16948.0,194.48000000000002,1,128,1,1,1,111
2725,16949.0,573.48,3,30,4,2,1,421
2726,16950.0,1006.56,2,46,3,1,2,312
2727,16951.0,208.95999999999998,3,113,2,2,1,221
2728,16952.0,167.61,2,99,2,1,1,211
2729,16953.0,20.8,1,20,4,1,1,411
2730,16954.0,762.48,4,6,4,2,1,421
2731,16955.0,163.69,1,174,1,1,1,111
2732,16956.0,292.34000000000003,2,-1,4,1,1,411
2733,16959.0,117.35000000000001,1,77,2,1,1,211
2734,16960.0,305.5200000000001,2,28,4,1,1,411
2735,16961.0,234.17,1,106,2,1,1,211
2736,16963.0,110.55000000000001,1,177,1,1,1,111
2737,16966.0,608.27,6,5,4,3,1,431
2738,16967.0,319.0199999999999,1,179,1,1,1,111
2739,16968.0,253.31000000000003,1,97,2,1,1,211
2740,16969.0,650.4099999999999,3,29,4,2,1,421
2741,16971.0,357.20999999999987,1,28,4,1,1,411
2742,16978.0,344.33,1,67,3,1,1,311
2743,16979.0,1240.11,5,7,4,3,2,432
2744,16982.0,384.06,1,50,3,1,1,311
2745,16983.0,1308.91,4,2,4,2,2,422
2746,16984.0,4392.419999999997,5,68,3,3,4,334
2747,16985.0,2548.7599999999998,4,7,4,2,3,423
2748,16986.0,1873.2,2,19,4,1,2,412
2749,16987.0,1180.07,5,32,3,3,2,332
2750,16989.0,1093.65,5,5,4,3,2,432
2751,16992.0,943.1600000000001,3,0,4,2,2,422
2752,16996.0,735.4300000000001,3,20,4,2,1,421
2753,16998.0,7.42,2,139,1,1,1,111
2754,16999.0,484.82,2,13,4,1,1,411
2755,17001.0,1779.9499999999998,5,12,4,3,2,432
2756,17002.0,494.26000000000005,2,63,3,1,1,311
2757,17004.0,1412.9399999999996,2,36,3,1,2,312
2758,17006.0,534.72,3,8,4,2,1,421
2759,17007.0,427.2,2,40,3,1,1,311
2760,17010.0,185.46,2,6,4,1,1,411
2761,17011.0,270.90000000000003,1,20,4,1,1,411
2762,17014.0,334.31000000000006,3,22,4,2,1,421
2763,17015.0,1842.56,3,18,4,2,2,422
2764,17017.0,3526.6399999999994,10,-1,4,4,3,443
2765,17018.0,515.1,1,30,4,1,1,411
2766,17019.0,276.67999999999995,1,1,4,1,1,411
2767,17022.0,71.0,1,21,4,1,1,411
2768,17024.0,95.85,3,35,3,2,1,321
2769,17025.0,196.8,1,50,3,1,1,311
2770,17026.0,121.67999999999999,1,175,1,1,1,111
2771,17027.0,446.40999999999997,3,68,3,2,1,321
2772,17029.0,358.0,1,100,2,1,1,211
2773,17030.0,146.87,1,53,3,1,1,311
2774,17031.0,380.35,2,1,4,1,1,411
2775,17033.0,422.03999999999996,1,76,2,1,1,211
2776,17034.0,592.77,3,6,4,2,1,421
2777,17037.0,1253.2199999999998,2,68,3,1,2,312
2778,17038.0,112.40000000000003,1,20,4,1,1,411
2779,17040.0,449.7299999999999,1,127,1,1,1,111
2780,17041.0,777.0699999999999,2,16,4,1,1,411
2781,17042.0,427.42999999999995,2,111,2,1,1,211
2782,17043.0,1560.58,3,22,4,2,2,422
2783,17044.0,948.48,1,15,4,1,2,412
2784,17045.0,299.48999999999995,2,103,2,1,1,211
2785,17046.0,642.0199999999999,1,147,1,1,1,111
2786,17047.0,351.47,1,75,2,1,1,211
2787,17048.0,124.99999999999999,2,105,2,1,1,211
2788,17049.0,3674.28,6,11,4,3,3,433
2789,17050.0,1028.0,2,86,2,1,2,212
2790,17052.0,413.75000000000006,1,18,4,1,1,411
2791,17053.0,496.37999999999994,2,118,2,1,1,211
2792,17054.0,435.00999999999993,3,18,4,2,1,421
2793,17058.0,360.23,1,71,3,1,1,311
2794,17059.0,1584.3700000000008,2,19,4,1,2,412
2795,17061.0,1982.0,4,63,3,2,3,323
2796,17063.0,1113.82,7,11,4,3,2,432
2797,17064.0,711.5,2,48,3,1,1,311
2799,17068.0,2195.24,12,2,4,4,3,443
2800,17069.0,1609.1499999999999,7,18,4,3,2,432
2801,17070.0,312.13999999999993,1,104,2,1,1,211
2802,17071.0,1617.3000000000002,8,7,4,4,2,442
2803,17073.0,1446.0899999999997,4,7,4,2,2,422
2804,17075.0,138.04999999999998,1,7,4,1,1,411
2805,17076.0,506.87999999999994,1,26,4,1,1,411
2806,17078.0,378.2000000000001,2,26,4,1,1,411
2807,17079.0,118.80000000000001,1,68,3,1,1,311
2808,17080.0,211.3,1,12,4,1,1,411
2809,17081.0,290.15999999999997,2,15,4,1,1,411
2811,17083.0,409.76,1,99,2,1,1,211
2813,17085.0,347.75000000000006,1,113,2,1,1,211
2814,17086.0,1590.2200000000003,5,14,4,3,2,432
2815,17088.0,975.18,3,18,4,2,2,422
2816,17090.0,1168.76,4,36,3,2,2,322
2817,17091.0,1983.2399999999998,5,21,4,3,3,433
2818,17092.0,1642.8799999999999,3,40,3,2,2,322
2819,17095.0,762.3499999999997,2,12,4,1,1,411
2820,17096.0,859.19,6,-1,4,3,2,432
2821,17097.0,506.1300000000002,6,0,4,3,1,431
2822,17100.0,971.74,2,8,4,1,2,412
2823,17101.0,1621.73,4,0,4,2,2,422
2824,17105.0,346.37999999999994,1,149,1,1,1,111
2825,17107.0,6261.62,5,22,4,3,4,434
2826,17109.0,405.09,6,19,4,3,1,431
2827,17110.0,163.29999999999998,1,155,1,1,1,111
2828,17111.0,248.60999999999999,1,37,3,1,1,311
2829,17114.0,226.14000000000001,4,23,4,2,1,421
2830,17115.0,282.1500000000001,2,169,1,1,1,111
2831,17119.0,533.95,2,36,3,1,1,311
2832,17122.0,138.32,1,109,2,1,1,211
2833,17123.0,345.29999999999995,1,151,1,1,1,111
2834,17124.0,298.89000000000004,1,175,1,1,1,111
2835,17125.0,259.34999999999997,1,40,3,1,1,311
2836,17126.0,486.53000000000014,4,142,1,2,1,121
2837,17131.0,1395.8400000000001,4,23,4,2,2,422
2838,17133.0,3850.57,5,5,4,3,4,434
2839,17134.0,94.5,1,96,2,1,1,211
2840,17135.0,639.18,5,6,4,3,1,431
2841,17139.0,5894.870000000001,10,5,4,4,4,444
2842,17144.0,595.8899999999999,1,74,2,1,1,211
2843,17146.0,185.9,1,95,2,1,1,211
2844,17147.0,741.48,2,12,4,1,1,411
2845,17148.0,124.88,1,41,3,1,1,311
2846,17153.0,213.77999999999997,1,14,4,1,1,411
2847,17154.0,329.34000000000003,1,65,3,1,1,311
2848,17155.0,251.7,2,7,4,1,1,411
2849,17157.0,149.01000000000002,2,162,1,1,1,111
2850,17158.0,568.4200000000001,1,22,4,1,1,411
2851,17159.0,1534.7300000000002,4,11,4,2,2,422
2852,17160.0,2312.9600000000005,4,21,4,2,3,423
2853,17162.0,887.9000000000001,6,18,4,3,2,432
2854,17163.0,293.1,2,11,4,1,1,411
2855,17164.0,1523.1799999999998,6,22,4,3,2,432
2856,17166.0,78.75,1,28,4,1,1,411
2857,17169.0,816.8799999999999,4,40,3,2,2,322
2858,17172.0,313.26,2,64,3,1,1,311
2859,17173.0,3198.4500000000003,8,0,4,4,3,443
2860,17175.0,911.8599999999999,4,34,3,2,2,322
2861,17179.0,223.48,1,168,1,1,1,111
2862,17180.0,231.17,1,46,3,1,1,311
2863,17181.0,84.39999999999998,1,47,3,1,1,311
2864,17183.0,2573.13,7,12,4,3,3,433
2865,17186.0,144.0,2,36,3,1,1,311
2866,17188.0,1049.79,4,1,4,2,2,422
2867,17189.0,157.18,1,96,2,1,1,211
2868,17190.0,54.74000000000001,2,48,3,1,1,311
